uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MG,INDETERMINADA,VIA_PUBLICA,"70 - 79",F,1
MG,INDETERMINADA,VIA_PUBLICA,"70 - 79",M,6
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,143
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,198
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,722
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,955
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,19
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,22
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,7
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,15
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,73
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,103
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,6
MG,PNEUMONIA,DOMICILIO,"70 - 79",F,60
MG,PNEUMONIA,DOMICILIO,"70 - 79",M,97
MG,PNEUMONIA,HOSPITAL,"70 - 79",F,1426
MG,PNEUMONIA,HOSPITAL,"70 - 79",M,2048
MG,PNEUMONIA,IGNORADO,"70 - 79",F,29
MG,PNEUMONIA,IGNORADO,"70 - 79",M,38
MG,PNEUMONIA,OUTRO,"70 - 79",F,4
MG,PNEUMONIA,OUTRO,"70 - 79",M,18
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,79
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,92
MG,PNEUMONIA,VIA_PUBLICA,"70 - 79",F,3
MG,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,3
MG,SEPTICEMIA,DOMICILIO,"70 - 79",F,31
MG,SEPTICEMIA,DOMICILIO,"70 - 79",M,42
MG,SEPTICEMIA,HOSPITAL,"70 - 79",F,1866
MG,SEPTICEMIA,HOSPITAL,"70 - 79",M,1943
MG,SEPTICEMIA,IGNORADO,"70 - 79",F,32
MG,SEPTICEMIA,IGNORADO,"70 - 79",M,50
MG,SEPTICEMIA,OUTRO,"70 - 79",F,3
MG,SEPTICEMIA,OUTRO,"70 - 79",M,7
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,130
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,139
MG,SEPTICEMIA,POSTO_SAUDE,"70 - 79",F,1
MG,SEPTICEMIA,VIA_PUBLICA,"70 - 79",F,2
MG,SEPTICEMIA,VIA_PUBLICA,"70 - 79",M,1
MG,SRAG,DOMICILIO,"70 - 79",F,10
MG,SRAG,DOMICILIO,"70 - 79",M,8
MG,SRAG,HOSPITAL,"70 - 79",F,53
MG,SRAG,HOSPITAL,"70 - 79",M,87
MG,SRAG,IGNORADO,"70 - 79",F,4
MG,SRAG,IGNORADO,"70 - 79",M,1
MG,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,12
MG,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,11
MS,OUTRAS,DOMICILIO,"70 - 79",F,206
MS,OUTRAS,DOMICILIO,"70 - 79",M,348
MS,OUTRAS,HOSPITAL,"70 - 79",F,480
MS,OUTRAS,HOSPITAL,"70 - 79",M,680
MS,OUTRAS,OUTRO,"70 - 79",F,13
MS,OUTRAS,OUTRO,"70 - 79",M,22
MS,OUTRAS,POSTO_SAUDE,"70 - 79",F,9
MS,OUTRAS,POSTO_SAUDE,"70 - 79",M,5
MS,OUTRAS,VIA_PUBLICA,"70 - 79",F,6
MS,OUTRAS,VIA_PUBLICA,"70 - 79",M,17
MS,COVID,DOMICILIO,"70 - 79",F,3
MS,COVID,DOMICILIO,"70 - 79",M,6
MS,COVID,HOSPITAL,"70 - 79",F,276
MS,COVID,HOSPITAL,"70 - 79",M,357
MS,COVID,OUTRO,"70 - 79",F,4
MS,COVID,OUTRO,"70 - 79",M,2
MS,COVID,POSTO_SAUDE,"70 - 79",F,1
MS,COVID,POSTO_SAUDE,"70 - 79",M,1
MS,INDETERMINADA,DOMICILIO,"70 - 79",F,5
MS,INDETERMINADA,DOMICILIO,"70 - 79",M,8
MS,INDETERMINADA,HOSPITAL,"70 - 79",F,3
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,19
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,36
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,119
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,123
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,2
MS,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"70 - 79",M,2
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,2
MS,PNEUMONIA,DOMICILIO,"70 - 79",F,13
MS,PNEUMONIA,DOMICILIO,"70 - 79",M,19
MS,PNEUMONIA,HOSPITAL,"70 - 79",F,271
MS,PNEUMONIA,HOSPITAL,"70 - 79",M,409
MS,PNEUMONIA,OUTRO,"70 - 79",F,1
MS,SEPTICEMIA,DOMICILIO,"70 - 79",F,3
MS,SEPTICEMIA,DOMICILIO,"70 - 79",M,4
MS,SEPTICEMIA,HOSPITAL,"70 - 79",F,204
MS,SEPTICEMIA,HOSPITAL,"70 - 79",M,210
MS,SEPTICEMIA,OUTRO,"70 - 79",F,1
MS,SEPTICEMIA,POSTO_SAUDE,"70 - 79",F,2
MS,SEPTICEMIA,VIA_PUBLICA,"70 - 79",F,1
MS,SEPTICEMIA,VIA_PUBLICA,"70 - 79",M,1
MS,SRAG,HOSPITAL,"70 - 79",F,2
MS,SRAG,HOSPITAL,"70 - 79",M,20
MT,OUTRAS,DOMICILIO,"70 - 79",F,128
MT,OUTRAS,DOMICILIO,"70 - 79",M,213
MT,OUTRAS,HOSPITAL,"70 - 79",F,266
MT,OUTRAS,HOSPITAL,"70 - 79",M,385
MT,OUTRAS,IGNORADO,"70 - 79",F,441
MT,OUTRAS,IGNORADO,"70 - 79",M,795
MT,OUTRAS,OUTRO,"70 - 79",F,20
MT,OUTRAS,OUTRO,"70 - 79",M,43
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,4
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,12
MT,OUTRAS,POSTO_SAUDE,"70 - 79",F,1
MT,OUTRAS,VIA_PUBLICA,"70 - 79",F,2
MT,OUTRAS,VIA_PUBLICA,"70 - 79",M,19
MT,COVID,DOMICILIO,"70 - 79",F,5
MT,COVID,DOMICILIO,"70 - 79",M,3
MT,COVID,HOSPITAL,"70 - 79",F,192
MT,COVID,HOSPITAL,"70 - 79",M,301
MT,COVID,IGNORADO,"70 - 79",F,170
MT,COVID,IGNORADO,"70 - 79",M,191
MT,COVID,OUTRO,"70 - 79",F,6
MT,COVID,OUTRO,"70 - 79",M,5
MT,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
MT,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
MT,COVID,VIA_PUBLICA,"70 - 79",M,1
MT,INDETERMINADA,DOMICILIO,"70 - 79",F,1
MT,INDETERMINADA,DOMICILIO,"70 - 79",M,8
MT,INDETERMINADA,HOSPITAL,"70 - 79",F,1
MT,INDETERMINADA,IGNORADO,"70 - 79",M,5
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,5
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,11
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,62
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,71
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,27
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,39
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,1
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,5
MT,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
MT,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"70 - 79",M,1
MT,PNEUMONIA,DOMICILIO,"70 - 79",F,4
MT,PNEUMONIA,DOMICILIO,"70 - 79",M,4
MT,PNEUMONIA,HOSPITAL,"70 - 79",F,90
MT,PNEUMONIA,HOSPITAL,"70 - 79",M,164
MT,PNEUMONIA,IGNORADO,"70 - 79",F,42
MT,PNEUMONIA,IGNORADO,"70 - 79",M,57
MT,PNEUMONIA,OUTRO,"70 - 79",F,3
MT,PNEUMONIA,OUTRO,"70 - 79",M,4
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
MT,PNEUMONIA,POSTO_SAUDE,"70 - 79",F,1
MT,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,1
MT,SEPTICEMIA,DOMICILIO,"70 - 79",M,1
MT,SEPTICEMIA,HOSPITAL,"70 - 79",F,90
MT,SEPTICEMIA,HOSPITAL,"70 - 79",I,1
MT,SEPTICEMIA,HOSPITAL,"70 - 79",M,119
MT,SEPTICEMIA,IGNORADO,"70 - 79",F,40
MT,SEPTICEMIA,IGNORADO,"70 - 79",M,53
MT,SEPTICEMIA,OUTRO,"70 - 79",F,2
MT,SEPTICEMIA,OUTRO,"70 - 79",M,3
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
MT,SEPTICEMIA,VIA_PUBLICA,"70 - 79",F,1
MT,SRAG,HOSPITAL,"70 - 79",F,3
MT,SRAG,HOSPITAL,"70 - 79",M,5
MT,SRAG,IGNORADO,"70 - 79",F,2
MT,SRAG,IGNORADO,"70 - 79",M,3
PA,OUTRAS,DOMICILIO,"70 - 79",F,478
PA,OUTRAS,DOMICILIO,"70 - 79",I,1
PA,OUTRAS,DOMICILIO,"70 - 79",M,903
PA,OUTRAS,HOSPITAL,"70 - 79",F,569
PA,OUTRAS,HOSPITAL,"70 - 79",I,1
PA,OUTRAS,HOSPITAL,"70 - 79",M,855
PA,OUTRAS,IGNORADO,"70 - 79",F,11
PA,OUTRAS,IGNORADO,"70 - 79",M,16
PA,OUTRAS,OUTRO,"70 - 79",F,45
PA,OUTRAS,OUTRO,"70 - 79",M,113
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,72
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,107
PA,OUTRAS,VIA_PUBLICA,"70 - 79",F,11
PA,OUTRAS,VIA_PUBLICA,"70 - 79",M,31
PA,COVID,DOMICILIO,"70 - 79",F,19
PA,COVID,DOMICILIO,"70 - 79",M,31
PA,COVID,HOSPITAL,"70 - 79",F,525
PA,COVID,HOSPITAL,"70 - 79",I,1
PA,COVID,HOSPITAL,"70 - 79",M,967
PA,COVID,IGNORADO,"70 - 79",M,1
PA,COVID,OUTRO,"70 - 79",F,7
PA,COVID,OUTRO,"70 - 79",M,17
PA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,26
PA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,64
PA,COVID,VIA_PUBLICA,"70 - 79",F,4
PA,COVID,VIA_PUBLICA,"70 - 79",M,4
PA,INDETERMINADA,DOMICILIO,"70 - 79",F,9
PA,INDETERMINADA,DOMICILIO,"70 - 79",M,15
PA,INDETERMINADA,HOSPITAL,"70 - 79",F,2
PA,INDETERMINADA,HOSPITAL,"70 - 79",M,5
PA,INDETERMINADA,OUTRO,"70 - 79",F,1
PA,INDETERMINADA,OUTRO,"70 - 79",M,1
PA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
PA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,42
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,65
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,211
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,297
PA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,6
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,4
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,23
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,39
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",F,1
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,1
PA,PNEUMONIA,DOMICILIO,"70 - 79",F,30
PA,PNEUMONIA,DOMICILIO,"70 - 79",M,32
PA,PNEUMONIA,HOSPITAL,"70 - 79",F,400
PA,PNEUMONIA,HOSPITAL,"70 - 79",M,521
PA,PNEUMONIA,OUTRO,"70 - 79",F,1
PA,PNEUMONIA,OUTRO,"70 - 79",M,5
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,35
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,45
PA,PNEUMONIA,VIA_PUBLICA,"70 - 79",F,1
PA,SEPTICEMIA,DOMICILIO,"70 - 79",F,13
PA,SEPTICEMIA,DOMICILIO,"70 - 79",M,26
PA,SEPTICEMIA,HOSPITAL,"70 - 79",F,236
PA,SEPTICEMIA,HOSPITAL,"70 - 79",I,1
PA,SEPTICEMIA,HOSPITAL,"70 - 79",M,303
PA,SEPTICEMIA,IGNORADO,"70 - 79",F,1
PA,SEPTICEMIA,OUTRO,"70 - 79",F,2
PA,SEPTICEMIA,OUTRO,"70 - 79",M,2
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,16
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,21
PA,SEPTICEMIA,POSTO_SAUDE,"70 - 79",M,1
PA,SEPTICEMIA,VIA_PUBLICA,"70 - 79",F,2
PA,SEPTICEMIA,VIA_PUBLICA,"70 - 79",M,1
PA,SRAG,DOMICILIO,"70 - 79",F,10
PA,SRAG,DOMICILIO,"70 - 79",M,31
PA,SRAG,HOSPITAL,"70 - 79",F,79
PA,SRAG,HOSPITAL,"70 - 79",M,116
PA,SRAG,OUTRO,"70 - 79",F,2
PA,SRAG,OUTRO,"70 - 79",M,3
PA,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,5
PA,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,7
PB,OUTRAS,DOMICILIO,"70 - 79",F,553
PB,OUTRAS,DOMICILIO,"70 - 79",M,756
PB,OUTRAS,HOSPITAL,"70 - 79",F,667
PB,OUTRAS,HOSPITAL,"70 - 79",M,748
PB,OUTRAS,IGNORADO,"70 - 79",F,2
PB,OUTRAS,OUTRO,"70 - 79",F,18
PB,OUTRAS,OUTRO,"70 - 79",M,44
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,66
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,53
PB,OUTRAS,POSTO_SAUDE,"70 - 79",M,3
PB,OUTRAS,VIA_PUBLICA,"70 - 79",F,18
PB,OUTRAS,VIA_PUBLICA,"70 - 79",M,35
PB,COVID,DOMICILIO,"70 - 79",F,3
PB,COVID,DOMICILIO,"70 - 79",M,7
PB,COVID,HOSPITAL,"70 - 79",F,307
PB,COVID,HOSPITAL,"70 - 79",M,419
PB,COVID,IGNORADO,"70 - 79",F,1
PB,COVID,OUTRO,"70 - 79",F,1
PB,COVID,OUTRO,"70 - 79",M,4
PB,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,18
PB,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,17
PB,COVID,VIA_PUBLICA,"70 - 79",F,1
PB,INDETERMINADA,DOMICILIO,"70 - 79",F,3
PB,INDETERMINADA,DOMICILIO,"70 - 79",M,9
PB,INDETERMINADA,HOSPITAL,"70 - 79",F,1
PB,INDETERMINADA,HOSPITAL,"70 - 79",M,5
PB,INDETERMINADA,OUTRO,"70 - 79",F,2
PB,INDETERMINADA,OUTRO,"70 - 79",M,2
PB,INDETERMINADA,VIA_PUBLICA,"70 - 79",F,1
PB,INDETERMINADA,VIA_PUBLICA,"70 - 79",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,49
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,72
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,180
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,178
PB,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,4
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,2
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,11
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,10
PB,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"70 - 79",F,1
PB,PNEUMONIA,DOMICILIO,"70 - 79",F,32
PB,PNEUMONIA,DOMICILIO,"70 - 79",M,42
PB,PNEUMONIA,HOSPITAL,"70 - 79",F,284
PB,PNEUMONIA,HOSPITAL,"70 - 79",M,266
PB,PNEUMONIA,IGNORADO,"70 - 79",M,1
PB,PNEUMONIA,OUTRO,"70 - 79",F,2
PB,PNEUMONIA,OUTRO,"70 - 79",M,1
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,10
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,18
PB,PNEUMONIA,VIA_PUBLICA,"70 - 79",F,1
PB,SEPTICEMIA,DOMICILIO,"70 - 79",F,22
PB,SEPTICEMIA,DOMICILIO,"70 - 79",M,31
PB,SEPTICEMIA,HOSPITAL,"70 - 79",F,310
PB,SEPTICEMIA,HOSPITAL,"70 - 79",M,299
PB,SEPTICEMIA,IGNORADO,"70 - 79",F,1
PB,SEPTICEMIA,IGNORADO,"70 - 79",M,1
PB,SEPTICEMIA,OUTRO,"70 - 79",F,1
PB,SEPTICEMIA,OUTRO,"70 - 79",M,2
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,18
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,22
PB,SEPTICEMIA,POSTO_SAUDE,"70 - 79",M,1
PB,SRAG,DOMICILIO,"70 - 79",F,2
PB,SRAG,DOMICILIO,"70 - 79",M,3
PB,SRAG,HOSPITAL,"70 - 79",F,34
PB,SRAG,HOSPITAL,"70 - 79",M,20
PB,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
PB,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
PE,OUTRAS,AMBULANCIA,"70 - 79",F,1
PE,OUTRAS,DOMICILIO,"70 - 79",F,1122
PE,OUTRAS,DOMICILIO,"70 - 79",M,1504
PE,OUTRAS,HOSPITAL,"70 - 79",F,1766
PE,OUTRAS,HOSPITAL,"70 - 79",I,1
PE,OUTRAS,HOSPITAL,"70 - 79",M,1926
PE,OUTRAS,IGNORADO,"70 - 79",F,32
PE,OUTRAS,IGNORADO,"70 - 79",M,29
PE,OUTRAS,OUTRO,"70 - 79",F,42
PE,OUTRAS,OUTRO,"70 - 79",M,79
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,121
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,114
PE,OUTRAS,POSTO_SAUDE,"70 - 79",F,1
PE,OUTRAS,POSTO_SAUDE,"70 - 79",M,1
PE,OUTRAS,VIA_PUBLICA,"70 - 79",F,21
PE,OUTRAS,VIA_PUBLICA,"70 - 79",M,69
PE,COVID,DOMICILIO,"70 - 79",F,10
PE,COVID,DOMICILIO,"70 - 79",M,14
PE,COVID,HOSPITAL,"70 - 79",F,876
PE,COVID,HOSPITAL,"70 - 79",M,1099
PE,COVID,IGNORADO,"70 - 79",F,1
PE,COVID,OUTRO,"70 - 79",M,1
PE,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,14
PE,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,21
PE,COVID,VIA_PUBLICA,"70 - 79",M,1
PE,INDETERMINADA,DOMICILIO,"70 - 79",F,22
PE,INDETERMINADA,DOMICILIO,"70 - 79",M,46
PE,INDETERMINADA,HOSPITAL,"70 - 79",F,18
PE,INDETERMINADA,HOSPITAL,"70 - 79",M,21
PE,INDETERMINADA,IGNORADO,"70 - 79",M,1
PE,INDETERMINADA,OUTRO,"70 - 79",F,2
PE,INDETERMINADA,OUTRO,"70 - 79",M,10
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
PE,INDETERMINADA,VIA_PUBLICA,"70 - 79",M,4
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,77
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,134
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,336
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,333
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,1
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,3
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,3
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,13
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,13
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",F,2
PE,PNEUMONIA,DOMICILIO,"70 - 79",F,44
PE,PNEUMONIA,DOMICILIO,"70 - 79",M,75
PE,PNEUMONIA,HOSPITAL,"70 - 79",F,488
PE,PNEUMONIA,HOSPITAL,"70 - 79",M,591
PE,PNEUMONIA,IGNORADO,"70 - 79",F,1
PE,PNEUMONIA,IGNORADO,"70 - 79",M,3
PE,PNEUMONIA,OUTRO,"70 - 79",F,2
PE,PNEUMONIA,OUTRO,"70 - 79",M,2
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,14
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,20
PE,PNEUMONIA,POSTO_SAUDE,"70 - 79",F,1
PE,SEPTICEMIA,DOMICILIO,"70 - 79",F,61
PE,SEPTICEMIA,DOMICILIO,"70 - 79",I,1
PE,SEPTICEMIA,DOMICILIO,"70 - 79",M,63
PE,SEPTICEMIA,HOSPITAL,"70 - 79",F,1226
PE,SEPTICEMIA,HOSPITAL,"70 - 79",M,1240
PE,SEPTICEMIA,IGNORADO,"70 - 79",F,4
PE,SEPTICEMIA,IGNORADO,"70 - 79",M,8
PE,SEPTICEMIA,OUTRO,"70 - 79",F,1
PE,SEPTICEMIA,OUTRO,"70 - 79",M,4
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,13
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,17
PE,SEPTICEMIA,VIA_PUBLICA,"70 - 79",F,3
PE,SEPTICEMIA,VIA_PUBLICA,"70 - 79",M,3
PE,SRAG,DOMICILIO,"70 - 79",F,38
PE,SRAG,DOMICILIO,"70 - 79",M,67
PE,SRAG,HOSPITAL,"70 - 79",F,463
PE,SRAG,HOSPITAL,"70 - 79",M,540
PE,SRAG,IGNORADO,"70 - 79",F,1
PE,SRAG,OUTRO,"70 - 79",F,3
PE,SRAG,OUTRO,"70 - 79",M,6
PE,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,30
PE,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,30
PE,SRAG,VIA_PUBLICA,"70 - 79",M,1
PI,OUTRAS,DOMICILIO,"70 - 79",F,384
PI,OUTRAS,DOMICILIO,"70 - 79",M,528
PI,OUTRAS,HOSPITAL,"70 - 79",F,314
PI,OUTRAS,HOSPITAL,"70 - 79",M,381
PI,OUTRAS,IGNORADO,"70 - 79",M,1
PI,OUTRAS,OUTRO,"70 - 79",F,8
PI,OUTRAS,OUTRO,"70 - 79",M,28
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,19
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,16
PI,OUTRAS,VIA_PUBLICA,"70 - 79",F,4
PI,OUTRAS,VIA_PUBLICA,"70 - 79",M,21
PI,COVID,DOMICILIO,"70 - 79",F,5
PI,COVID,DOMICILIO,"70 - 79",M,7
PI,COVID,HOSPITAL,"70 - 79",F,221
PI,COVID,HOSPITAL,"70 - 79",M,332
PI,COVID,OUTRO,"70 - 79",F,1
PI,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
PI,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
PI,COVID,VIA_PUBLICA,"70 - 79",M,4
PI,INDETERMINADA,DOMICILIO,"70 - 79",F,5
PI,INDETERMINADA,DOMICILIO,"70 - 79",M,13
PI,INDETERMINADA,HOSPITAL,"70 - 79",M,3
PI,INDETERMINADA,OUTRO,"70 - 79",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,58
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,90
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,96
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,129
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,4
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,2
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
PI,PNEUMONIA,DOMICILIO,"70 - 79",F,31
PI,PNEUMONIA,DOMICILIO,"70 - 79",M,41
PI,PNEUMONIA,HOSPITAL,"70 - 79",F,167
PI,PNEUMONIA,HOSPITAL,"70 - 79",M,212
PI,PNEUMONIA,OUTRO,"70 - 79",M,1
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
PI,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,1
PI,SEPTICEMIA,DOMICILIO,"70 - 79",F,12
PI,SEPTICEMIA,DOMICILIO,"70 - 79",M,24
PI,SEPTICEMIA,HOSPITAL,"70 - 79",F,140
PI,SEPTICEMIA,HOSPITAL,"70 - 79",M,132
PI,SEPTICEMIA,OUTRO,"70 - 79",F,1
